graph name;iteration number;iteration type;runtime;k-augs searched;#k-augs found;#k-augs no conflicts;weight added;weight removed;weight improvement;old matching weight;new matching weight
sd2010.mtx;8;S;0.018450;1;4267;1186;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;9;F;0.008145;-1;-1;-1;33270324.000000;0.000000;33270324.000000;6011578826.000000;6044849150.000000
sd2010.mtx;10;S;0.013478;1;1346;395;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;11;F;0.006187;-1;-1;-1;6896168.000000;0.000000;6896168.000000;6044849150.000000;6051745318.000000
sd2010.mtx;12;S;0.009676;1;370;112;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;13;F;0.006144;-1;-1;-1;1994924.000000;0.000000;1994924.000000;6051745318.000000;6053740242.000000
sd2010.mtx;14;S;0.008270;1;96;29;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;15;F;0.006188;-1;-1;-1;299253.000000;0.000000;299253.000000;6053740242.000000;6054039495.000000
sd2010.mtx;16;S;0.008024;1;26;8;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;17;F;0.006304;-1;-1;-1;94960.000000;0.000000;94960.000000;6054039495.000000;6054134455.000000
sd2010.mtx;18;S;0.008574;1;7;3;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;19;F;0.005153;-1;-1;-1;28711.000000;0.000000;28711.000000;6054134455.000000;6054163166.000000
sd2010.mtx;20;S;0.228870;2;11140;3068;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;21;F;0.010917;-1;-1;-1;823406507.000000;643475510.000000;179930997.000000;6054163166.000000;6234094163.000000
sd2010.mtx;22;S;0.190934;2;2698;896;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;23;F;0.007425;-1;-1;-1;224280559.000000;192226121.000000;32054438.000000;6234094163.000000;6266148601.000000
sd2010.mtx;24;S;0.178596;2;854;311;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;25;F;0.006542;-1;-1;-1;58060984.000000;49302095.000000;8758889.000000;6266148601.000000;6274907490.000000
sd2010.mtx;26;S;0.177717;2;278;100;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;27;F;0.006010;-1;-1;-1;16162677.000000;13772973.000000;2389704.000000;6274907490.000000;6277297194.000000
sd2010.mtx;28;S;0.177521;2;84;27;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;29;F;0.005831;-1;-1;-1;2661801.000000;2145604.000000;516197.000000;6277297194.000000;6277813391.000000
sd2010.mtx;30;S;0.176307;2;18;8;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;31;F;0.005729;-1;-1;-1;628168.000000;464680.000000;163488.000000;6277813391.000000;6277976879.000000
sd2010.mtx;32;S;0.170968;2;4;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;33;F;0.005335;-1;-1;-1;32874.000000;29083.000000;3791.000000;6277976879.000000;6277980670.000000
sd2010.mtx;34;S;0.320505;3;2364;853;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;35;F;0.008740;-1;-1;-1;317721616.000000;290947517.000000;26774099.000000;6277980670.000000;6304754769.000000
sd2010.mtx;36;S;0.310085;3;741;250;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;37;F;0.007102;-1;-1;-1;75047143.000000;68392144.000000;6654999.000000;6304754769.000000;6311409768.000000
sd2010.mtx;38;S;0.306813;3;264;80;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;39;F;0.006140;-1;-1;-1;24747588.000000;22642386.000000;2105202.000000;6311409768.000000;6313514970.000000
sd2010.mtx;40;S;0.308724;3;114;35;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;41;F;0.005919;-1;-1;-1;12281238.000000;11451171.000000;830067.000000;6313514970.000000;6314345037.000000
sd2010.mtx;42;S;0.306819;3;29;10;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;43;F;0.005875;-1;-1;-1;2881633.000000;2761359.000000;120274.000000;6314345037.000000;6314465311.000000
sd2010.mtx;44;S;0.305684;3;12;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;45;F;0.005719;-1;-1;-1;177962.000000;167876.000000;10086.000000;6314465311.000000;6314475397.000000
sd2010.mtx;46;S;0.303534;3;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;47;F;0.005461;-1;-1;-1;40330.000000;29749.000000;10581.000000;6314475397.000000;6314485978.000000
sd2010.mtx;48;S;0.012227;1;977;432;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;49;F;0.005820;-1;-1;-1;15413962.000000;6079210.000000;9334752.000000;6314485978.000000;6323820730.000000
sd2010.mtx;50;S;0.008283;1;16;8;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;51;F;0.005785;-1;-1;-1;126272.000000;80254.000000;46018.000000;6323820730.000000;6323866748.000000
sd2010.mtx;52;S;0.180318;2;258;87;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;53;F;0.006042;-1;-1;-1;15419662.000000;14214559.000000;1205103.000000;6323866748.000000;6325071851.000000
sd2010.mtx;54;S;0.173747;2;10;3;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;55;F;0.005670;-1;-1;-1;267742.000000;244390.000000;23352.000000;6325071851.000000;6325095203.000000
sd2010.mtx;56;S;0.304444;3;36;15;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;57;F;0.006363;-1;-1;-1;4979509.000000;4668761.000000;310748.000000;6325095203.000000;6325405951.000000
sd2010.mtx;58;S;0.307002;3;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;59;F;0.005466;-1;-1;-1;608487.000000;594043.000000;14444.000000;6325405951.000000;6325420395.000000
sd2010.mtx;60;S;0.309345;3;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;61;F;0.005880;-1;-1;-1;446643.000000;406413.000000;40230.000000;6325420395.000000;6325460625.000000
sd2010.mtx;62;S;0.011725;1;11;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;63;F;0.004879;-1;-1;-1;256995.000000;0.000000;256995.000000;6325460625.000000;6325717620.000000
sd2010.mtx;64;S;0.174238;2;6;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;65;F;0.005513;-1;-1;-1;247765.000000;233549.000000;14216.000000;6325717620.000000;6325731836.000000
sd2010.mtx;66;S;0.302652;3;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
sd2010.mtx;67;F;0.005358;-1;-1;-1;26572.000000;25332.000000;1240.000000;6325731836.000000;6325733076.000000
fl2010.mtx;0;S;0.217215;1;484481;71018;-1.000000;-1.000000;-1.000000;-1.000000;0.000000
fl2010.mtx;1;F;0.016367;-1;-1;-1;6459688582.000000;0.000000;6459688582.000000;0.000000;6459688582.000000
fl2010.mtx;2;S;0.131561;1;320540;64662;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;3;F;0.027739;-1;-1;-1;2932503309.000000;0.000000;2932503309.000000;6459688582.000000;9392191891.000000
fl2010.mtx;4;S;0.124828;1;157182;39157;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;5;F;0.027414;-1;-1;-1;1145298373.000000;0.000000;1145298373.000000;9392191891.000000;10537490264.000000
fl2010.mtx;6;S;0.097767;1;56935;16282;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;7;F;0.021966;-1;-1;-1;325831567.000000;0.000000;325831567.000000;10537490264.000000;10863321831.000000
fl2010.mtx;8;S;0.076034;1;16295;4987;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;9;F;0.025684;-1;-1;-1;77241461.000000;0.000000;77241461.000000;10863321831.000000;10940563292.000000
fl2010.mtx;10;S;0.062712;1;4035;1279;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;11;F;0.020768;-1;-1;-1;16533256.000000;0.000000;16533256.000000;10940563292.000000;10957096548.000000
fl2010.mtx;12;S;0.046728;1;945;275;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;13;F;0.017677;-1;-1;-1;3307941.000000;0.000000;3307941.000000;10957096548.000000;10960404489.000000
fl2010.mtx;14;S;0.040214;1;286;73;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;15;F;0.016319;-1;-1;-1;905310.000000;0.000000;905310.000000;10960404489.000000;10961309799.000000
fl2010.mtx;16;S;0.040567;1;106;22;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;17;F;0.017221;-1;-1;-1;245038.000000;0.000000;245038.000000;10961309799.000000;10961554837.000000
fl2010.mtx;18;S;0.041040;1;54;7;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;19;F;0.016552;-1;-1;-1;83235.000000;0.000000;83235.000000;10961554837.000000;10961638072.000000
fl2010.mtx;20;S;0.039582;1;36;6;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;21;F;0.016485;-1;-1;-1;67749.000000;0.000000;67749.000000;10961638072.000000;10961705821.000000
fl2010.mtx;22;S;0.040047;1;18;3;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;23;F;0.016670;-1;-1;-1;27739.000000;0.000000;27739.000000;10961705821.000000;10961733560.000000
fl2010.mtx;24;S;0.039497;1;10;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;25;F;0.017516;-1;-1;-1;22838.000000;0.000000;22838.000000;10961733560.000000;10961756398.000000
fl2010.mtx;26;S;0.040243;1;8;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;27;F;0.017394;-1;-1;-1;22728.000000;0.000000;22728.000000;10961756398.000000;10961779126.000000
fl2010.mtx;28;S;0.040116;1;6;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;29;F;0.017073;-1;-1;-1;22628.000000;0.000000;22628.000000;10961779126.000000;10961801754.000000
fl2010.mtx;30;S;0.041687;1;4;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;31;F;0.017596;-1;-1;-1;22508.000000;0.000000;22508.000000;10961801754.000000;10961824262.000000
fl2010.mtx;32;S;0.041078;1;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;33;F;0.016544;-1;-1;-1;15238.000000;0.000000;15238.000000;10961824262.000000;10961839500.000000
fl2010.mtx;34;S;0.842454;2;56240;17803;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;35;F;0.035871;-1;-1;-1;1624922107.000000;1318146159.000000;306775948.000000;10961839500.000000;11268615448.000000
fl2010.mtx;36;S;0.754793;2;12152;4270;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;37;F;0.028296;-1;-1;-1;316115975.000000;275177021.000000;40938954.000000;11268615448.000000;11309554402.000000
fl2010.mtx;38;S;0.704468;2;3646;1308;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;39;F;0.021368;-1;-1;-1;74505481.000000;65088277.000000;9417204.000000;11309554402.000000;11318971606.000000
fl2010.mtx;40;S;0.690011;2;948;346;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;41;F;0.018761;-1;-1;-1;15955683.000000;13612770.000000;2342913.000000;11318971606.000000;11321314519.000000
fl2010.mtx;42;S;0.688358;2;250;90;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;43;F;0.018135;-1;-1;-1;3403071.000000;2888664.000000;514407.000000;11321314519.000000;11321828926.000000
fl2010.mtx;44;S;0.679513;2;58;21;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;45;F;0.018181;-1;-1;-1;826471.000000;695709.000000;130762.000000;11321828926.000000;11321959688.000000
fl2010.mtx;46;S;0.680923;2;8;3;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;47;F;0.016566;-1;-1;-1;89798.000000;87820.000000;1978.000000;11321959688.000000;11321961666.000000
fl2010.mtx;48;S;1.366120;3;10664;4248;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;49;F;0.036799;-1;-1;-1;539397738.000000;501088063.000000;38309675.000000;11321961666.000000;11360271341.000000
fl2010.mtx;50;S;1.151916;3;2788;1027;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;51;F;0.030726;-1;-1;-1;111212263.000000;102740452.000000;8471811.000000;11360271341.000000;11368743152.000000
fl2010.mtx;52;S;1.117685;3;854;310;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;53;F;0.021374;-1;-1;-1;29685896.000000;27305575.000000;2380321.000000;11368743152.000000;11371123473.000000
fl2010.mtx;54;S;1.143517;3;232;89;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;55;F;0.020102;-1;-1;-1;6562256.000000;6055858.000000;506398.000000;11371123473.000000;11371629871.000000
fl2010.mtx;56;S;1.140954;3;95;33;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;57;F;0.019412;-1;-1;-1;4035676.000000;3873006.000000;162670.000000;11371629871.000000;11371792541.000000
fl2010.mtx;58;S;1.169404;3;12;6;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;59;F;0.020486;-1;-1;-1;871026.000000;838025.000000;33001.000000;11371792541.000000;11371825542.000000
fl2010.mtx;60;S;0.095459;1;4943;2238;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;61;F;0.027789;-1;-1;-1;34674174.000000;15336875.000000;19337299.000000;11371825542.000000;11391162841.000000
fl2010.mtx;62;S;0.058844;1;144;68;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;63;F;0.020458;-1;-1;-1;861369.000000;487610.000000;373759.000000;11391162841.000000;11391536600.000000
fl2010.mtx;64;S;0.855552;2;1270;438;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;65;F;0.020661;-1;-1;-1;23085657.000000;20891705.000000;2193952.000000;11391536600.000000;11393730552.000000
fl2010.mtx;66;S;0.831498;2;48;19;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;67;F;0.021863;-1;-1;-1;867189.000000;810629.000000;56560.000000;11393730552.000000;11393787112.000000
fl2010.mtx;68;S;0.752857;2;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;69;F;0.016894;-1;-1;-1;19625.000000;15264.000000;4361.000000;11393787112.000000;11393791473.000000
fl2010.mtx;70;S;1.360040;3;156;69;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;71;F;0.021979;-1;-1;-1;5491521.000000;5160859.000000;330662.000000;11393791473.000000;11394122135.000000
fl2010.mtx;72;S;1.421966;3;28;12;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;73;F;0.022363;-1;-1;-1;957728.000000;894639.000000;63089.000000;11394122135.000000;11394185224.000000
fl2010.mtx;74;S;1.365530;3;4;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;75;F;0.021003;-1;-1;-1;84792.000000;72862.000000;11930.000000;11394185224.000000;11394197154.000000
fl2010.mtx;76;S;0.141112;1;25;12;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;77;F;0.020390;-1;-1;-1;205446.000000;157972.000000;47474.000000;11394197154.000000;11394244628.000000
fl2010.mtx;78;S;0.902662;2;12;5;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;79;F;0.020104;-1;-1;-1;230858.000000;223043.000000;7815.000000;11394244628.000000;11394252443.000000
fl2010.mtx;80;S;0.886617;2;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;81;F;0.019574;-1;-1;-1;19559.000000;14810.000000;4749.000000;11394252443.000000;11394257192.000000
fl2010.mtx;82;S;1.537913;3;4;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
fl2010.mtx;83;F;0.021440;-1;-1;-1;54494.000000;41639.000000;12855.000000;11394257192.000000;11394270047.000000
hi2010.mtx;0;S;0.019143;1;25016;3258;-1.000000;-1.000000;-1.000000;-1.000000;0.000000
hi2010.mtx;1;F;0.002199;-1;-1;-1;450385839.000000;0.000000;450385839.000000;0.000000;450385839.000000
hi2010.mtx;2;S;0.015241;1;17729;2982;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;3;F;0.003185;-1;-1;-1;225510391.000000;0.000000;225510391.000000;450385839.000000;675896230.000000
hi2010.mtx;4;S;0.013129;1;10070;2122;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;5;F;0.003239;-1;-1;-1;94654338.000000;0.000000;94654338.000000;675896230.000000;770550568.000000
hi2010.mtx;6;S;0.009599;1;4460;1132;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;7;F;0.003033;-1;-1;-1;32481522.000000;0.000000;32481522.000000;770550568.000000;803032090.000000
hi2010.mtx;8;S;0.005588;1;1542;430;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;9;F;0.002502;-1;-1;-1;8408559.000000;0.000000;8408559.000000;803032090.000000;811440649.000000
hi2010.mtx;10;S;0.004140;1;467;147;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;11;F;0.002363;-1;-1;-1;2185691.000000;0.000000;2185691.000000;811440649.000000;813626340.000000
hi2010.mtx;12;S;0.003806;1;98;35;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;13;F;0.002240;-1;-1;-1;574505.000000;0.000000;574505.000000;813626340.000000;814200845.000000
hi2010.mtx;14;S;0.003684;1;6;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;15;F;0.002249;-1;-1;-1;50911.000000;0.000000;50911.000000;814200845.000000;814251756.000000
hi2010.mtx;16;S;0.003682;1;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;17;F;0.002270;-1;-1;-1;5281.000000;0.000000;5281.000000;814251756.000000;814257037.000000
hi2010.mtx;18;S;0.092158;2;2806;943;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;19;F;0.004236;-1;-1;-1;126825888.000000;105902532.000000;20923356.000000;814257037.000000;835180393.000000
hi2010.mtx;20;S;0.079436;2;676;231;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;21;F;0.002841;-1;-1;-1;19476662.000000;16100578.000000;3376084.000000;835180393.000000;838556477.000000
hi2010.mtx;22;S;0.076870;2;188;74;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;23;F;0.002499;-1;-1;-1;4999523.000000;4297284.000000;702239.000000;838556477.000000;839258716.000000
hi2010.mtx;24;S;0.074729;2;52;17;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;25;F;0.002418;-1;-1;-1;1491763.000000;1324661.000000;167102.000000;839258716.000000;839425818.000000
hi2010.mtx;26;S;0.072124;2;10;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;27;F;0.002224;-1;-1;-1;230269.000000;194042.000000;36227.000000;839425818.000000;839462045.000000
hi2010.mtx;28;S;0.071606;2;2;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;29;F;0.002384;-1;-1;-1;15666.000000;15372.000000;294.000000;839462045.000000;839462339.000000
hi2010.mtx;30;S;0.071373;2;4;1;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;31;F;0.002340;-1;-1;-1;16033.000000;15953.000000;80.000000;839462339.000000;839462419.000000
hi2010.mtx;32;S;0.186524;3;530;218;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;33;F;0.002871;-1;-1;-1;41670234.000000;39101379.000000;2568855.000000;839462419.000000;842031274.000000
hi2010.mtx;34;S;0.128588;3;176;53;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;35;F;0.002464;-1;-1;-1;7592708.000000;6967462.000000;625246.000000;842031274.000000;842656520.000000
hi2010.mtx;36;S;0.124489;3;54;17;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;37;F;0.002322;-1;-1;-1;1814956.000000;1611667.000000;203289.000000;842656520.000000;842859809.000000
hi2010.mtx;38;S;0.125037;3;12;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;39;F;0.002371;-1;-1;-1;1070749.000000;1011021.000000;59728.000000;842859809.000000;842919537.000000
hi2010.mtx;40;S;0.006244;1;274;117;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;41;F;0.002363;-1;-1;-1;2194129.000000;770576.000000;1423553.000000;842919537.000000;844343090.000000
hi2010.mtx;42;S;0.003719;1;14;6;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;43;F;0.002097;-1;-1;-1;37870.000000;21027.000000;16843.000000;844343090.000000;844359933.000000
hi2010.mtx;44;S;0.072840;2;76;26;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;45;F;0.002231;-1;-1;-1;1302014.000000;1200215.000000;101799.000000;844359933.000000;844461732.000000
hi2010.mtx;46;S;0.122090;3;8;4;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
hi2010.mtx;47;F;0.002334;-1;-1;-1;239370.000000;234794.000000;4576.000000;844461732.000000;844466308.000000
hi2010.mtx;48;S;0.123383;3;4;2;-1.000000;-1.000000;-1.000000;-1.000000;-1.000000
